,accuracy,loss,val_accuracy,val_loss
0,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
1,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
2,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
3,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
4,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
5,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
6,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
7,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
8,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
9,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
10,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
11,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
12,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
13,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
14,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
15,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
16,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
17,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
18,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
19,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
20,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
21,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
22,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
23,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
24,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
25,0.28832751512527466,2020.48779296875,0.2857142984867096,2023.9964599609375
