,accuracy,loss,val_accuracy,val_loss
0,0.4320557415485382,1.464904546737671,0.4825783967971802,1.1498150825500488
1,0.5357142686843872,1.0942909717559814,0.5871080160140991,0.940777063369751
2,0.5936411023139954,0.9731496572494507,0.6289198398590088,0.893700897693634
3,0.6337108016014099,0.8787890076637268,0.6010453104972839,0.9010321497917175
4,0.6811846494674683,0.7857925295829773,0.588850200176239,0.8900881409645081
5,0.6659407615661621,0.7701895833015442,0.6724738478660583,0.7649323344230652
6,0.6951219439506531,0.7200398445129395,0.6672474145889282,0.7756860852241516
7,0.6994773745536804,0.7038927674293518,0.6829268336296082,0.7439159750938416
8,0.7325783967971802,0.6542294025421143,0.6637630462646484,0.7298597693443298
9,0.7469512224197388,0.6372350454330444,0.7212543487548828,0.6230286955833435
10,0.7513065934181213,0.6041274070739746,0.6811846494674683,0.7264213562011719
11,0.7578397393226624,0.588081955909729,0.7334494590759277,0.6235976219177246
12,0.7656794190406799,0.5597143173217773,0.693379819393158,0.7526518106460571
13,0.775696873664856,0.5432007908821106,0.7595818638801575,0.5520197153091431
14,0.7952961921691895,0.5290215611457825,0.6742160320281982,0.7805406451225281
15,0.7970383167266846,0.5015276074409485,0.7020906209945679,0.7535868287086487
16,0.8074913024902344,0.490167498588562,0.7334494590759277,0.661797285079956
17,0.8122822046279907,0.4801816940307617,0.7700348496437073,0.5170556306838989
18,0.8027003407478333,0.489530086517334,0.7508710622787476,0.6050183773040771
19,0.8201219439506531,0.4581245183944702,0.7839721441268921,0.5390195250511169
20,0.8196864128112793,0.4523846507072449,0.7787456512451172,0.6029314994812012
21,0.8379790782928467,0.4206434488296509,0.7560975551605225,0.6277149319648743
22,0.8127177953720093,0.4443863332271576,0.8013937473297119,0.5037193894386292
23,0.8397212624549866,0.411803662776947,0.7804877758026123,0.531293511390686
24,0.8466898798942566,0.40683045983314514,0.7195122241973877,0.7252916097640991
25,0.8375435471534729,0.39988288283348083,0.7944250702857971,0.4979003071784973
26,0.8453832864761353,0.3938247859477997,0.7229965329170227,0.6707082986831665
27,0.8540940880775452,0.37513044476509094,0.7979093790054321,0.47851020097732544
28,0.8523519039154053,0.3798143267631531,0.8205574750900269,0.45741015672683716
29,0.8562718033790588,0.36257824301719666,0.799651563167572,0.4911450743675232
30,0.8588849902153015,0.36173999309539795,0.8275261521339417,0.45385754108428955
31,0.8654181361198425,0.32941126823425293,0.792682945728302,0.5233102440834045
32,0.875,0.33526328206062317,0.8205574750900269,0.4792005717754364
33,0.871515691280365,0.3332540988922119,0.7317073345184326,0.7626848816871643
34,0.8675957918167114,0.32377299666404724,0.8188153505325317,0.4726214110851288
35,0.8837108016014099,0.3020988702774048,0.796167254447937,0.5997413992881775
36,0.8732578158378601,0.3292747437953949,0.8466898798942566,0.3875751495361328
37,0.8776132464408875,0.29844212532043457,0.7909407615661621,0.5417390465736389
38,0.8837108016014099,0.29773569107055664,0.8536585569381714,0.3949185013771057
39,0.8985191583633423,0.27867478132247925,0.8327525854110718,0.48693495988845825
40,0.897212564945221,0.2741535007953644,0.8101045489311218,0.5572531819343567
41,0.9002613425254822,0.26224493980407715,0.8292682766914368,0.45052680373191833
42,0.8998258113861084,0.25868356227874756,0.8327525854110718,0.44029730558395386
43,0.9020034670829773,0.25211119651794434,0.8449477553367615,0.45946675539016724
44,0.9033101201057434,0.24119804799556732,0.8170731663703918,0.553790271282196
45,0.9098432064056396,0.23077376186847687,0.8205574750900269,0.5467040538787842
46,0.9054877758026123,0.23682525753974915,0.8362369537353516,0.4576539993286133
