,accuracy,loss,val_accuracy,val_loss
0,0.5801393985748291,1.0173616409301758,0.7020906209945679,0.7210490107536316
1,0.7922474145889282,0.5110422372817993,0.8013937473297119,0.4992450773715973
2,0.8937281966209412,0.28674402832984924,0.8327525854110718,0.4139184057712555
3,0.9499129056930542,0.15169595181941986,0.8623693585395813,0.42498987913131714
4,0.9655923247337341,0.09100011736154556,0.8797909617424011,0.3827781677246094
5,0.9895470142364502,0.04688915237784386,0.8728222846984863,0.4823790192604065
6,0.9878048896789551,0.0403425469994545,0.8832752704620361,0.39883705973625183
7,0.983013927936554,0.044062573462724686,0.897212564945221,0.38893336057662964
8,0.9947735071182251,0.022758588194847107,0.8797909617424011,0.5056583285331726
9,0.996515691280365,0.014089474454522133,0.888501763343811,0.454108327627182
10,0.9925957918167114,0.02509552799165249,0.8693379759788513,0.5481395721435547
11,0.9838849902153015,0.040399279445409775,0.8850173950195312,0.4046182930469513
